Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,infra_tipo,infra_descripcion,infra_interes,infra_senalizacion_externa,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,72322,4,false,false,,AGRIM00001,"Dos pilones hormigón: 9 X 1,2 m. y 5X1,2 m. Al final del camino, en la parte alta",2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,1,"Abrevadero Del Norte. 2 Pilones De Hormigón: 9 X 1,2 M, 5 X 1,2 M",true,false,POINT (-2.43292652573596 41.990109423331027)
,,,,,,-1,-1,-1,,,72323,4,false,false,,AGRIM00002,"A 300m de la taina (por encima de la taina). 2 pilones: 9 X 1,2 m y 5 X 1,2 m. Se va a hacer una mejora a traves de propuesta de Fundación pendiente de adjudicación",2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,1,"Abrevadero de La Taina. A 300m de La Taina (Arriba). 2: 9 X 1,2 M, 5 X 1,2 M",true,false,POINT (-2.418441563287376 41.977612026433732)
,,,,,,-1,-1,-1,,,72324,4,false,false,,AGRIM00003,"Pilón hormigón 6 X 0,8 m. A 50 m del camino principal",2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,1,"Abrevadero de la Entrada. Pilón de Hormigón 6 X 0,8 M",true,false,POINT (-2.423279746720848 41.980509523859482)
,,,,,,-1,-1,-1,,,72325,4,true,false,,AGRIM00004,Próximamente será mejorado el paso. Propuesta de Fundación Patrimonio Natural pendiente de adjudicación,2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,2,Puerta giratoria para personas,true,false,POINT (-2.420791727716993 41.964681478358337)
,,,,,,-1,-1,-1,,,72326,4,false,false,,AGRIM00005,Próximamente será mejorado el paso. Propuesta de Fundación Patrimonio Natural pendiente de adjudicación,2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,1,3,Aforador peatonal,true,false,POINT (-2.420791727716993 41.964681478358337)
,,,,,,-1,-1,-1,,,72327,4,false,false,,AGRIM00006,Próximamente será mejorado el paso. Propuesta de Fundación Patrimonio Natural pendiente de adjudicación,2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,4,"Portera metálica de 2,10m de ancho.",true,false,POINT (-2.420731309630991 41.96469018009239)
,,,,,,-1,-1,-1,,,72328,4,false,false,,AGRIM00007,Propuesta de Fundación Patrimonio Natural pendiente de adjudicación,2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,1,4,Portera de madera,false,false,POINT (-2.391809808354327 41.960343544585704)
,,,,,,-1,-1,-1,,,72329,4,false,false,,AGRIM00008,Puerta giratoria para personas en la entrada Dehesa Gallinero,2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,2,Puerta giratoria para personas en la entrada Dehesa Gallinero,true,false,POINT (-2.440317756872517 41.982575296234181)
,,,,,,-1,-1,-1,,,72330,4,false,false,,AGRIM00009,Puerta giratoria para personas en la entrada Gallinero (Pueblo),2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,2,Puerta giratoria para personas en la entrada Gallinero (Pueblo),true,false,POINT (-2.427131455159231 41.97499878606434)
,,,,,,-1,-1,-1,,,72331,4,false,false,,AGRIM00010,Toma de agua en la entrada Gallinero. Caseta de ladrillo de 25 m2,2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,3,5,Toma de agua en la entrada Gallinero,false,false,POINT (-2.428301757987742 41.976400636342248)
,,,,,,-1,-1,-1,,,77597,4,false,true,,CRLIM00012,Ligado al área recreativa. Estructura de obra con puerta de madera.,2010-04-15T22:00:00Z,1985-10-15T23:00:00Z,1,43,Cubrecontenedor-Fuente del Pino,true,true,POINT (-3.143324337127902 41.793555795645702)
,,,,,,-1,-1,-1,,,78590,4,false,true,,FCCIM00046,"Caseta para contenedor de basura con capacidad para 2 uds. De madera tratada, con dos puertas. Solera de hormigón.",2009-12-16T23:00:00Z,2010-02-16T23:00:00Z,1,43,Caseta contenedor,false,false,POINT (-4.315752550729658 42.88403634604434)
,,,,,,-1,-1,-1,,,78596,4,false,true,,FCCIM00081,"Caseta para contenedor de basura. Estructura de madera, paredes de piedra y cubierta de teja. Con capacidad para un contenedor grande.",2009-12-16T23:00:00Z,2006-07-11T22:00:00Z,1,43,Caseta contenedor de basura,false,false,POINT (-4.472175404493381 42.924237734955106)
,,,,,,-1,-1,-1,,,78598,4,false,true,,FCCIM00083,"Caseta para contenedor de basura. Estructura de madera, paredes de piedra y cubierta de teja. Con capacidad para 1 contenedor grande. Anch.muro 36, alt.viga ant. 2,12m. Con solera de hormigón.",2009-12-16T23:00:00Z,2008-06-08T22:00:00Z,1,43,Caseta contenedor de basura,false,false,POINT (-4.64541526744149 42.908758136980197)
,,,,,,-1,-1,-1,,,78600,4,false,true,,FCCIM00085,"Caseta para contenedor de basura. Estructura de madera, muros de piedra y cubierta de teja. Anch. Muro 40 cm, alt viga anterior 2,10.",2009-12-16T23:00:00Z,2008-08-26T22:00:00Z,1,43,Caseta contenedor basura,false,false,POINT (-4.458664950812234 43.041662334935701)
,,,,,,-1,-1,-1,,,80701,4,false,false,,HRRIM00110,Asociado al equipamiento: AREA RECREATIVA DE LA PISADERA,2010-06-30T22:00:00Z,2010-06-29T22:00:00Z,1,43,,false,false,POINT (-3.663349228420739 41.547576862435378)
,,,,,,-1,-1,-1,,,83699,4,true,false,,MDLIM00001,,2009-01-09T23:00:00Z,2002-07-31T22:00:00Z,1,43,Cubre-contenedor,false,false,POINT (-6.774346216377682 42.490119613722484)
,,,,,,-1,-1,-1,,,83720,4,true,false,,MDLIM00022,,2009-01-09T23:00:00Z,2002-07-31T22:00:00Z,1,43,Cubre-contenedor,false,false,POINT (-6.766150228584726 42.455480325081069)
,,,,,,-1,-1,-1,,,83728,4,true,false,,MDLIM00030,,2009-01-09T23:00:00Z,2002-07-31T22:00:00Z,1,43,Cubre-contenedor,false,false,POINT (-6.758361894572911 42.454796643775602)
,,,,,,-1,-1,-1,,,83741,4,true,false,,MDLIM00043,,2009-01-09T23:00:00Z,2002-07-31T22:00:00Z,1,43,Cubre-contenedor,false,false,POINT (-6.757591015708877 42.460309522950077)
,,,,,,-1,-1,-1,,,83780,4,true,false,,MDLIM00082,,2009-01-09T23:00:00Z,2002-07-31T22:00:00Z,1,43,Cubierta tejadillo bancos-mesa campo de Braña,false,false,POINT (-6.750488138299151 42.448277008306192)
,,,,,,-1,-1,-1,,,85961,4,true,false,,PEUIM00223,,2010-08-04T22:00:00Z,1995-05-29T22:00:00Z,2,7,Llampas,false,false,POINT (-5.087106207450974 42.904682250419988)
,,,,,,-1,-1,-1,,,72478,4,true,false,,ARDIM00014,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-09-14T22:00:00Z,1,7,Fuente de Concejo,true,false,POINT (-6.211255738674264 41.440250482540826)
,,,,,,-1,-1,-1,,,72479,4,true,false,,ARDIM00015,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-09-14T22:00:00Z,1,7,Fuente de la Fragua,true,false,POINT (-6.21342957578747 41.437497023017777)
,,,,,,-1,-1,-1,,,72480,4,false,false,,ARDIM00016,Abrevadero,2009-12-14T23:00:00Z,2005-05-14T22:00:00Z,1,7,Fuente de las Eras,false,false,POINT (-6.282340944232248 41.450849961115516)
,,,,,,-1,-1,-1,,,72481,4,false,false,,ARDIM00017,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-09-14T22:00:00Z,1,7,Fuente de Valle del Pozo,true,false,POINT (-6.276594089529657 41.436325842888849)
,,,,,,-1,-1,-1,,,72482,4,true,false,,ARDIM00018,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-08-14T22:00:00Z,1,7,Fuente de la Rodilla,true,false,POINT (-6.274222701872909 41.418445238869502)
,,,,,,-1,-1,-1,,,72483,4,false,false,,ARDIM00019,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-09-14T22:00:00Z,1,7,Fuente de la Tijonera,true,false,POINT (-6.272657924531397 41.411114195671857)
,,,,,,-1,-1,-1,,,72484,4,false,false,,ARDIM00020,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-09-14T22:00:00Z,1,7,Fuente de las Chanas,true,false,POINT (-6.275651883389707 41.413559486518466)
,,,,,,-1,-1,-1,,,72485,4,true,false,,ARDIM00020,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente de Puerto Seguro,true,false,POINT (-6.763822551483923 40.821713517763591)
,,,,,,-1,-1,-1,,,72486,4,true,false,,ARDIM00021,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-10-14T22:00:00Z,1,7,Fuente la Manzanal,true,false,POINT (-6.390396488703493 41.311377809944887)
,,,,,,-1,-1,-1,,,72487,4,true,false,,ARDIM00022,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2002-01-14T23:00:00Z,1,7,Fuente de la Noria,true,false,POINT (-6.391542046350192 41.323555608674255)
,,,,,,-1,-1,-1,,,72488,4,true,false,,ARDIM00023,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2006-04-14T22:00:00Z,1,7,Fuente del Penao,true,false,POINT (-6.405596989025147 41.314278635586192)
,,,,,,-1,-1,-1,,,72489,4,true,false,,ARDIM00024,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2006-04-14T22:00:00Z,1,7,Fuente de San Lorenzo,true,false,POINT (-6.385660303836535 41.298801450058761)
,,,,,,-1,-1,-1,,,72490,4,true,false,,ARDIM00025,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2006-07-14T22:00:00Z,1,7,Fuente de Curva del Caño,true,false,POINT (-6.306948481034133 41.352298516285316)
,,,,,,-1,-1,-1,,,72491,4,true,false,,ARDIM00026,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2003-11-14T23:00:00Z,1,7,Fuente de la Fuentona,true,false,POINT (-6.331482030024491 41.364882449537326)
,,,,,,-1,-1,-1,,,72492,4,true,false,,ARDIM00027,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2003-11-14T23:00:00Z,1,7,Fuente de la Pocera,true,false,POINT (-6.331308938808106 41.36266307840701)
,,,,,,-1,-1,-1,,,72493,4,true,false,,ARDIM00028,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2003-11-14T23:00:00Z,1,7,Fuentes de la Senara,true,false,POINT (-6.328805977640785 41.3665539699983)
,,,,,,-1,-1,-1,,,72494,4,false,false,,ARDIM00029,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2004-08-14T22:00:00Z,1,7,Fuente de Rieta la Encina,true,false,POINT (-6.348692224437788 41.356898719769312)
,,,,,,-1,-1,-1,,,72495,4,true,false,,ARDIM00030,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-11-14T23:00:00Z,1,7,Fuente del Teso,true,false,POINT (-6.176162245859809 41.46493772618733)
,,,,,,-1,-1,-1,,,72496,4,true,false,,ARDIM00031,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2003-11-14T23:00:00Z,1,7,Fuente Vieja,true,false,POINT (-6.173864105439741 41.468873667283752)
,,,,,,-1,-1,-1,,,72497,4,true,false,,ARDIM00032,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-09-14T22:00:00Z,1,7,Fuente de Concejo,true,false,POINT (-6.29734823712297 41.501535750777627)
,,,,,,-1,-1,-1,,,72498,4,true,false,,ARDIM00033,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2003-11-14T23:00:00Z,1,7,Fuente de Concejo,true,false,POINT (-6.10223830661568 41.470847633400503)
,,,,,,-1,-1,-1,,,72499,4,false,false,,ARDIM00034,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2007-08-14T22:00:00Z,1,7,Fuente del Castillón,true,false,POINT (-6.104737999075256 41.48733268304133)
,,,,,,-1,-1,-1,,,72500,4,false,false,,ARDIM00035,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-11-14T23:00:00Z,1,7,Fuente de Para Pequeña,true,false,POINT (-6.111630259782368 41.48720028516459)
,,,,,,-1,-1,-1,,,72501,4,true,false,,ARDIM00036,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-11-14T23:00:00Z,1,7,Fuente La Fontanica,true,false,POINT (-6.139928248261859 41.49110445464197)
,,,,,,-1,-1,-1,,,72502,4,true,false,,ARDIM00037,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2006-09-14T22:00:00Z,1,7,Fuente Pozo del Valle,true,false,POINT (-6.135689426069431 41.487158638667871)
,,,,,,-1,-1,-1,,,72503,4,true,false,,ARDIM00038,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-01-14T23:00:00Z,1,8,La Noria,true,false,POINT (-6.135180063074753 41.4897571741542)
,,,,,,-1,-1,-1,,,72504,4,true,false,,ARDIM00039,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2004-08-14T22:00:00Z,1,7,Fuente del Monte,true,false,POINT (-6.283926036038314 41.382623151504752)
,,,,,,-1,-1,-1,,,72505,4,true,false,,ARDIM00040,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2004-08-14T22:00:00Z,1,7,Fuente del Pocico,true,false,POINT (-6.28351047866698 41.383868797367555)
,,,,,,-1,-1,-1,,,72506,4,true,false,,ARDIM00041,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2006-04-14T22:00:00Z,1,7,Fuente Ermita de Santa Catalina,true,false,POINT (-6.278354489414615 41.375973912068339)
,,,,,,-1,-1,-1,,,72507,4,true,false,,ARDIM00042,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2004-08-14T22:00:00Z,1,7,Fuente de Valle del Pozo,true,false,POINT (-6.28003006138906 41.383139646002974)
,,,,,,-1,-1,-1,,,72508,4,true,false,,ARDIM00043,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2003-10-14T22:00:00Z,1,7,Fuente Fontanina,true,false,POINT (-6.377036856673119 41.382176625228659)
,,,,,,-1,-1,-1,,,72509,4,true,false,,ARDIM00044,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2004-04-14T22:00:00Z,1,7,Fuentes de la Vide,true,false,POINT (-6.368443831492155 41.373459240898995)
,,,,,,-1,-1,-1,,,72510,4,true,false,,ARDIM00045,Fuente de agua potable,2009-12-14T23:00:00Z,2003-04-14T22:00:00Z,1,7,Fuente Peña del Cura,false,false,POINT (-6.382273053124345 41.369018650913063)
,,,,,,-1,-1,-1,,,72511,4,true,false,,ARDIM00046,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2007-01-14T23:00:00Z,1,7,Fuente Grande,true,false,POINT (-6.120224924796777 41.575556003496771)
,,,,,,-1,-1,-1,,,72512,4,false,false,,ARDIM00047,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2002-05-14T22:00:00Z,1,7,Fuente del Robledo,true,false,POINT (-6.241769345725176 41.512897498234622)
,,,,,,-1,-1,-1,,,72513,4,false,false,,ARDIM00048,Abrevadero,2009-12-14T23:00:00Z,2005-05-14T22:00:00Z,1,7,Fuente El Jabaril,false,false,POINT (-6.234722462114594 41.4767855963917)
,,,,,,-1,-1,-1,,,72514,4,false,false,,ARDIM00049,Abrevadero,2009-12-14T23:00:00Z,2005-05-14T22:00:00Z,1,7,Fuente Fenoya,false,false,POINT (-6.17753222817145 41.500796424283884)
,,,,,,-1,-1,-1,,,72515,4,false,false,,ARDIM00050,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-05-14T22:00:00Z,1,7,Fuente La Carrozal,true,false,POINT (-6.219611733011035 41.488169831971646)
,,,,,,-1,-1,-1,,,72516,4,false,false,,ARDIM00052,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-10-14T22:00:00Z,1,7,Fuente del Caño,true,false,POINT (-6.201524323297765 41.40980355304967)
,,,,,,-1,-1,-1,,,72517,4,true,false,,ARDIM00053,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2005-08-14T22:00:00Z,1,7,Fuente de Pozo Moguz,true,false,POINT (-6.205737815423431 41.416665534861693)
,,,,,,-1,-1,-1,,,72518,4,true,false,,ARDIM00054,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2002-04-14T22:00:00Z,1,7,Fuente Beber,true,false,POINT (-6.131555632024558 41.546222518558146)
,,,,,,-1,-1,-1,,,72519,4,true,false,,ARDIM00055,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2006-10-14T22:00:00Z,1,7,Fuente de Pozo Fondo,true,false,POINT (-6.242886978189029 41.390758685335719)
,,,,,,-1,-1,-1,,,72520,4,true,false,,ARDIM00056,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2003-10-14T22:00:00Z,1,7,Fuente Vieja,true,false,POINT (-6.238999567878897 41.390742214094153)
,,,,,,-1,-1,-1,,,72521,4,true,false,,ARDIM00057,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2008-07-14T22:00:00Z,1,7,Fuente La Fuentona,true,false,POINT (-6.25587154888682 41.45076545747412)
,,,,,,-1,-1,-1,,,72522,4,true,false,,ARDIM00058,Fuente de interés etnográfico,2009-12-14T23:00:00Z,2008-12-14T23:00:00Z,1,7,Fuente Pozo de los Burros,true,false,POINT (-6.27208519939504 41.422810803932528)
,,,,,,-1,-1,-1,,,72523,4,true,false,,ARDIM00059,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-10-14T22:00:00Z,1,9,Puente Viejo,true,false,POINT (-6.213625517322054 41.436617993744406)
,,,,,,-1,-1,-1,,,72524,4,false,false,,ARDIM00060,Puente adecuado al entorno,2009-12-14T23:00:00Z,2006-09-14T22:00:00Z,1,9,Puente de la Cepa,false,false,POINT (-6.262649894668324 41.450357070743408)
,,,,,,-1,-1,-1,,,72525,4,true,false,,ARDIM00061,Puente de interés etnográfico,2009-12-14T23:00:00Z,2003-10-14T22:00:00Z,1,9,Puente de Lambroja,true,false,POINT (-6.237884058022933 41.45443466558276)
,,,,,,-1,-1,-1,,,72526,4,true,false,,ARDIM00062,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-10-14T22:00:00Z,1,9,Puente de Valmoyado,true,false,POINT (-6.232225460602007 41.454503910442369)
,,,,,,-1,-1,-1,,,72527,4,true,false,,ARDIM00063,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-03-14T23:00:00Z,1,10,Pontón de la Ribera,true,false,POINT (-6.212306192821758 41.616865502207915)
,,,,,,-1,-1,-1,,,72528,4,true,false,,ARDIM00064,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-03-14T23:00:00Z,1,10,Pontón de la Ribera (2),true,false,POINT (-6.212127668988483 41.612304715507058)
,,,,,,-1,-1,-1,,,72529,4,true,false,,ARDIM00065,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-03-14T23:00:00Z,1,10,Pontón de la Ribera (3),true,false,POINT (-6.205303064606344 41.606074479703878)
,,,,,,-1,-1,-1,,,72530,4,true,false,,ARDIM00066,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-03-14T23:00:00Z,1,10,Pontón de El Marco,true,false,POINT (-6.192343397672176 41.590729822623452)
,,,,,,-1,-1,-1,,,72531,4,true,false,,ARDIM00067,Puente de interés etnográfico,2009-12-14T23:00:00Z,2002-05-14T22:00:00Z,1,10,Puente Grande,true,false,POINT (-6.272013203883084 41.422092403802715)
,,,,,,-1,-1,-1,,,72532,4,false,false,,ARDIM00068,Puente de interés etnográfico,2009-12-14T23:00:00Z,2001-11-14T23:00:00Z,1,9,Puente de Fermoselle,true,false,POINT (-6.347088737549146 41.338682031316957)
,,,,,,-1,-1,-1,,,72533,4,true,false,,ARDIM00069,Puente de interés etnográfico,2009-12-14T23:00:00Z,2003-07-14T22:00:00Z,1,9,Puente de la Aguadera,true,false,POINT (-6.183868757852669 41.466327471639723)
,,,,,,-1,-1,-1,,,72534,4,true,false,,ARDIM00070,Puente de interés etnográfico,2009-12-14T23:00:00Z,2003-07-14T22:00:00Z,1,9,Puente de la Avena,true,false,POINT (-6.172847386557422 41.466686346362152)
,,,,,,-1,-1,-1,,,72535,4,true,false,,ARDIM00071,Puente de interés etnográfico,2009-12-14T23:00:00Z,2003-07-14T22:00:00Z,1,9,Puente Valle del Pozo,true,false,POINT (-6.188620966495592 41.465331159103449)
,,,,,,-1,-1,-1,,,72536,4,true,false,,ARDIM00072,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-02-14T23:00:00Z,1,9,Puente de Cañada Vieja,true,false,POINT (-6.348692224437788 41.356898719769312)
,,,,,,-1,-1,-1,,,72537,4,true,false,,ARDIM00073,Puente de interés etnográfico,2009-12-14T23:00:00Z,2004-08-14T22:00:00Z,1,9,Puente del Puerto,true,false,POINT (-6.090550355907381 41.472828630578498)
,,,,,,-1,-1,-1,,,72538,4,true,false,,ARDIM00074,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-10-14T22:00:00Z,1,9,Puente Molino Bailador,true,false,POINT (-6.115600738412934 41.49681887381913)
,,,,,,-1,-1,-1,,,72539,4,true,false,,ARDIM00075,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-05-14T22:00:00Z,1,9,Puente Zamora,true,false,POINT (-6.113667288242672 41.510956210011649)
,,,,,,-1,-1,-1,,,72540,4,true,false,,ARDIM00076,Puente de interés etnográfico,2009-12-14T23:00:00Z,2005-04-14T22:00:00Z,1,9,Puente de las Forcas,true,false,POINT (-6.222307342554945 41.509671676765699)
,,,,,,-1,-1,-1,,,72541,4,true,false,,ARDIM00077,Puente de interés etnográfico,2009-12-14T23:00:00Z,2002-05-14T22:00:00Z,1,9,Puente de la Rinconada,true,false,POINT (-6.231244494202799 41.521695256442804)
,,,,,,-1,-1,-1,,,72542,4,false,false,,ARDIM00078,Puente adecuado al entorno,2009-12-14T23:00:00Z,2006-10-14T22:00:00Z,1,9,Puente Rivera del Puntón,false,false,POINT (-6.223176298121815 41.527892596548661)
,,,,,,-1,-1,-1,,,72543,4,true,false,,ARDIM00079,Puente de interés etnográfico,2009-12-14T23:00:00Z,2008-07-14T22:00:00Z,1,9,Puente de Rivera Ancha,true,false,POINT (-6.274364779860629 41.448862139428606)
,,,,,,-1,-1,-1,,,72544,4,true,false,,ARDIM00080,Puente de interés etnográfico,2009-12-14T23:00:00Z,2007-12-14T23:00:00Z,1,9,Puente de la Cueva del Carrasco,true,false,POINT (-6.270417515566802 41.422957334616257)
,,,,,,-1,-1,-1,,,72545,4,false,false,,ARDIM00081,Puente adecuado al entorno,2009-12-14T23:00:00Z,2008-05-14T22:00:00Z,1,9,Puente Nuevo,false,false,POINT (-6.27039497555064 41.422984992902762)
,,,,,,-1,-1,-1,,,72546,4,true,false,,ARDIM00082,Puente de interés etnográfico,2009-12-14T23:00:00Z,2001-09-14T22:00:00Z,1,9,Puente del Puerto,true,false,POINT (-6.281271446700512 41.433679823599945)
,,,,,,-1,-1,-1,,,72547,4,false,false,,ARDIM00083,Puente de interés etnográfico,2009-12-14T23:00:00Z,2007-10-14T22:00:00Z,1,9,Puente del camino de Fornillos,false,false,POINT (-6.303009955553175 41.391361146745773)
,,,,,,-1,-1,-1,,,72548,4,true,false,,ARDIM00084,Puente de interés etnográfico,2009-12-14T23:00:00Z,2007-09-14T22:00:00Z,1,10,Pontón de la Borriquera,true,false,POINT (-6.295108846271545 41.390723388259794)
,,,,,,-1,-1,-1,,,72549,4,true,false,,ARDIM00085,Puente adecuado al entorno,2009-12-14T23:00:00Z,2007-11-14T23:00:00Z,1,9,Puente de la Galga,true,false,POINT (-6.115650865270297 41.509493640441796)
,,,,,,-1,-1,-1,,,72550,4,false,false,,ARDIM00086,Aforador peatonal para contabilizar senderistas que transitan el GR 14,2009-12-14T23:00:00Z,2008-12-14T23:00:00Z,1,3,Aforador peatonal para contabilizar senderistas que transitan el GR 14,false,false,POINT (-6.233302361073197 41.518861769579331)
,,,,,,-1,-1,-1,,,72551,4,true,false,,ARDIM00113,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente Nueva de Almendra,true,false,POINT (-6.341269700613124 41.227472655762405)
,,,,,,-1,-1,-1,,,72552,4,false,false,,ARDIM00087,Aforador peatonal para contabilizar visitantes al mirador de las Barrancas,2009-12-14T23:00:00Z,2007-04-14T22:00:00Z,1,3,Aforador peatonal para contabilizar visitantes al mirador de las Barrancas,false,false,POINT (-6.288855258981085 41.438761492137552)
,,,,,,-1,-1,-1,,,72553,4,true,false,,ARDIM00112,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,11,Pozo Nuevo de Almendra,true,false,POINT (-6.340459142186183 41.227267112812513)
,,,,,,-1,-1,-1,,,72554,4,false,false,,ARDIM00088,Aforador peatonal para contabilizar senderistas que transitan el GR 14,2009-12-14T23:00:00Z,2008-11-14T23:00:00Z,1,3,Aforador peatonal para contabilizar senderistas que transitan el GR 14,false,false,POINT (-6.313224334725199 41.379532276745664)
,,,,,,-1,-1,-1,,,72555,4,true,false,,ARDIM00088,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente de Arriba de Almendra,true,false,POINT (-6.34477126305285 41.22999353615932)
,,,,,,-1,-1,-1,,,72556,4,true,false,,ARDIM00089,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente del Valle de las Fuentes,true,true,POINT (-6.688073195111671 41.10338065789562)
,,,,,,-1,-1,-1,,,72557,4,true,false,,ARDIM00089,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente del Obispo,true,false,POINT (-6.797720472228201 40.993823530612183)
,,,,,,-1,-1,-1,,,72558,4,true,false,,ARDIM00090,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente Nueva de Almendra,true,true,POINT (-6.341484046607002 41.227503899317483)
,,,,,,-1,-1,-1,,,72559,4,true,false,,ARDIM00091,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,12,Pilón de La Bouza,true,true,POINT (-6.808886542369573 40.831607606493847)
,,,,,,-1,-1,-1,,,72560,4,true,false,,ARDIM00092,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,1,Abrevadero Pedro,true,true,POINT (-6.747201006281656 41.04987084538849)
,,,,,,-1,-1,-1,,,72561,4,true,false,,ARDIM00093,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,1,Abrevadero El Cachón,true,true,POINT (-6.592424057742449 41.203539700281915)
,,,,,,-1,-1,-1,,,72562,4,true,false,,ARDIM00094,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,9,Puente junto a la Fuente del Lugar,true,true,POINT (-6.811689347263449 40.941316272509084)
,,,,,,-1,-1,-1,,,72563,4,true,false,,ARDIM00095,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,1,Abrevaderos de Los Navazos,true,true,POINT (-6.651336347693253 41.158191695470357)
,,,,,,-1,-1,-1,,,72564,4,true,false,,ARDIM00096,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,12,Pilón El Sierro,true,true,POINT (-6.726474553549628 41.109261197943326)
,,,,,,-1,-1,-1,,,72565,4,true,false,,ARDIM00097,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente Saldeana (Caño rebolla),true,true,POINT (-6.638014734839621 41.020257268073941)
,,,,,,-1,-1,-1,,,72566,4,true,false,,ARDIM00098,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,7,Fuente del Obispo,true,true,POINT (-6.797720494058622 40.993823530561414)
